t,value
1440890127,56/1499
1440890127,56/1499
1440890127,5/244
1440890128,5/244
1440890129,5/244
1440890135,5/244
1440890135,5/244
1440890135,0
1440890135,0
1440890135,0
1440890135,0
1440890136,0
1440890137,0
1440890138,0
1440890144,0
1440890144,0
1440890144,135/1798
1440890144,135/1798
1440890144,135/1798
1440890144,135/1798
1440890145,135/1798
1440890146,135/1798
1440890147,135/1798
1440890153,135/1798
1440890153,135/1798
1440890153,130/2357
1440890153,130/2357
1440890153,130/2357
1440890153,130/2357
1440890154,130/2357
1440890155,130/2357
1440890156,130/2357
1440890162,130/2357
1440890162,130/2357
1440890162,4/161
1440890162,4/161
1440890162,4/161
1440890162,4/161
1440890163,4/161
1440890164,4/161
1440890170,4/161
1440890170,4/161
1440890170,4/161
1440890170,4/161
1440890170,4/161
1440890170,4/161
1440890171,0
1440890172,0
1440890173,0
1440890179,0
1440890179,0
1440890179,93/1679
1440890179,93/1679
1440890179,93/1679
1440890179,93/1679
1440890180,93/1679
1440890181,93/1679
1440890182,93/1679
1440890188,93/1679
1440890188,93/1679
1440890188,93/1679
1440890188,93/1679
1440890188,93/1679
1440890188,60/1607
1440890189,60/1607
1440890190,60/1607
1440890191,60/1607
1440890197,60/1607
1440890197,60/1607
1440890197,15/436
1440890197,15/436
1440890197,15/436
1440890197,15/436
1440890198,15/436
1440890199,15/436
1440890205,15/436
1440890205,15/436
1440890205,13/245
1440890205,13/245
1440890205,13/245
1440890205,13/245
1440890206,13/245
1440890207,13/245
1440890208,13/245
1440890214,13/245
1440890214,13/245
1440890214,25/2334
1440890214,25/2334
1440890214,25/2334
1440890214,25/2334
1440890215,25/2334
1440890216,25/2334
1440890222,25/2334
1440890222,25/2334
1440890222,16/897
1440890222,16/897
1440890222,16/897
1440890222,16/897
1440890223,16/897
1440890224,16/897
1440890225,16/897
1440890231,16/897
1440890231,16/897
1440890231,0
1440890231,0
1440890231,0
1440890231,0
1440890232,0
1440890233,0
1440890239,0
1440890239,0
1440890239,215/4611
1440890239,215/4611
1440890239,215/4611
1440890239,215/4611
1440890240,215/4611
1440890241,215/4611
1440890242,215/4611
1440890248,215/4611
1440890248,215/4611
1440890248,24/905
1440890248,24/905
1440890248,24/905
1440890248,24/905
1440890249,24/905
1440890250,24/905
1440890256,24/905
1440890256,24/905
1440890256,24/905
1440890256,24/905
1440890256,24/905
1440890256,24/905
1440890257,5/169
1440890258,5/169
1440890259,5/169
1440890265,5/169
1440890265,5/169
1440890265,5/169
1440890265,5/169
1440890265,5/169
1440890265,0
1440890266,0
1440890267,0
1440890268,0
1440890274,0
1440890274,0
1440890274,62/3457
1440890274,62/3457
1440890274,62/3457
1440890274,62/3457
1440890275,62/3457
1440890276,62/3457
1440890277,62/3457
1440890283,62/3457
1440890283,62/3457
1440890283,62/3457
1440890283,62/3457
1440890283,62/3457
1440890283,34/3747
1440890284,34/3747
1440890285,34/3747
1440890286,34/3747
1440890287,34/3747
1440890293,13/750
1440890293,13/750
1440890293,13/750
1440890293,13/750
1440890293,13/750
1440890293,13/750
1440890294,13/750
1440890295,13/750
1440890296,13/750
1440890302,13/750
1440890302,13/750
1440890302,1/105
1440890302,1/105
1440890302,1/105
1440890302,1/105
1440890303,1/105
1440890304,1/105
1440890305,1/105
1440890311,1/105
1440890311,1/105
1440890311,0
1440890311,0
1440890311,0
1440890311,0
1440890312,0
1440890313,0
1440890319,0
1440890319,0
1440890319,33/3797
1440890319,33/3797
1440890319,33/3797
1440890319,33/3797
1440890320,33/3797
1440890321,33/3797
1440890322,33/3797
1440890328,33/3797
1440890328,33/3797
1440890328,145/3273
1440890328,145/3273
1440890328,145/3273
1440890328,145/3273
1440890329,145/3273
1440890330,145/3273
1440890331,145/3273
1440890337,145/3273
1440890337,145/3273
1440890337,145/3273
1440890337,145/3273
1440890337,145/3273
1440890337,17/505
1440890338,17/505
1440890339,17/505
1440890340,17/505
1440890346,17/505
1440890346,17/505
1440890346,4/225
1440890346,4/225
1440890346,4/225
1440890346,4/225
1440890347,4/225
1440890348,4/225
1440890355,4/225
1440890355,4/225
1440890355,9/280
1440890355,9/280
1440890355,9/280
1440890355,9/280
1440890355,9/280
1440890356,9/280
1440890357,9/280
1440890363,9/280
1440890363,9/280
1440890363,29/3066
1440890363,29/3066
1440890363,29/3066
1440890363,29/3066
1440890364,29/3066
1440890365,29/3066
1440890366,29/3066
1440890372,29/3066
1440890372,29/3066
1440890372,44/945
1440890372,44/945
1440890372,44/945
1440890372,44/945
1440890373,44/945
1440890374,44/945
1440890380,44/945
1440890380,44/945
1440890380,0
1440890380,0
1440890380,0
1440890380,0
1440890381,0
1440890382,0
1440890383,0
1440890389,0
1440890389,0
1440890389,23/869
1440890389,23/869
1440890389,23/869
1440890389,23/869
1440890390,23/869
1440890391,23/869
1440890392,23/869
1440890398,23/869
1440890398,23/869
1440890398,40/1851
1440890398,40/1851
1440890398,40/1851
1440890398,40/1851
1440890399,40/1851
1440890400,40/1851
1440890407,40/1851
1440890407,40/1851
1440890407,11/601
1440890407,11/601
1440890407,11/601
1440890407,11/601
1440890407,11/601
1440890408,11/601
1440890409,11/601
1440890415,11/601
1440890415,11/601
1440890415,1/140
1440890415,1/140
1440890415,1/140
1440890415,1/140
1440890416,1/140
1440890417,1/140
1440890424,1/140
1440890424,1/140
1440890424,36/1987
1440890424,36/1987
1440890424,36/1987
1440890424,36/1987
1440890424,36/1987
1440890425,36/1987
1440890426,36/1987
1440890432,36/1987
1440890432,36/1987
1440890432,13/1423
1440890432,13/1423
1440890432,13/1423
1440890432,13/1423
1440890433,13/1423
1440890434,13/1423
1440890440,13/1423
1440890440,13/1423
1440890440,0
1440890440,0
1440890440,0
1440890440,0
1440890441,0
1440890442,0
1440890443,0
1440890449,0
1440890449,0
1440890449,12/685
1440890449,12/685
1440890449,12/685
1440890449,12/685
1440890450,12/685
1440890451,12/685
1440890457,12/685
1440890457,12/685
1440890457,4/455
1440890457,4/455
1440890457,4/455
1440890457,4/455
1440890458,4/455
1440890459,4/455
1440890466,4/455
1440890466,4/455
1440890466,4/455
1440890466,4/455
1440890466,4/455
1440890466,4/455
1440890466,4/213
1440890467,4/213
1440890468,4/213
1440890474,4/213
1440890474,4/213
1440890474,164/3283
1440890474,164/3283
1440890474,164/3283
1440890474,164/3283
1440890475,164/3283
1440890476,164/3283
1440890483,164/3283
1440890483,164/3283
1440890483,164/3283
1440890483,164/3283
1440890483,164/3283
1440890483,164/3283
1440890483,120/1901
1440890484,120/1901
1440890485,120/1901
1440890486,120/1901
1440890492,120/1901
1440890492,120/1901
1440890492,14/213
1440890492,14/213
1440890492,14/213
1440890492,14/213
1440890493,14/213
1440890494,14/213
1440890501,14/213
1440890501,14/213
1440890501,7/122
1440890501,7/122
1440890501,7/122
1440890501,7/122
1440890501,7/122
1440890502,7/122
1440890503,7/122
1440890509,7/122
1440890509,7/122
1440890509,162/2575
1440890509,162/2575
1440890509,162/2575
1440890510,162/2575
1440890510,162/2575
1440890511,162/2575
1440890512,162/2575
1440890518,162/2575
1440890518,162/2575
1440890518,507/3407
1440890518,507/3407
1440890519,507/3407
1440890519,507/3407
1440890519,507/3407
1440890520,507/3407
1440890521,507/3407
1440890527,507/3407
1440890527,507/3407
1440890527,24/613
1440890527,24/613
1440890527,24/613
1440890527,24/613
1440890528,24/613
1440890529,24/613
1440890530,24/613
1440890536,24/613
1440890536,24/613
1440890536,24/613
1440890536,24/613
1440890536,24/613
1440890536,5/296
1440890537,5/296
1440890538,5/296
1440890539,5/296
1440890545,5/296
1440890545,5/296
1440890545,5/296
1440890545,0
1440890545,0
1440890545,0
1440890546,0
1440890547,0
1440890548,0
1440890554,0
1440890554,0
1440890554,0
1440890554,0
1440890554,0
1440890554,0
1440890555,154/1363
1440890556,154/1363
1440890557,154/1363
1440890563,154/1363
1440890563,154/1363
1440890563,154/1363
1440890563,154/1363
1440890563,154/1363
1440890563,154/1363
1440890564,228/3419
1440890565,228/3419
1440890566,228/3419
1440890572,228/3419
1440890572,228/3419
1440890572,228/3419
1440890572,228/3419
1440890572,228/3419
1440890572,228/3419
1440890573,51/1681
1440890574,51/1681
1440890575,51/1681
1440890583,51/1681
1440890583,51/1681
1440890583,51/1681
1440890583,51/1681
1440890583,51/1681
1440890583,51/1681
1440890583,51/1681
1440890583,51/1681
1440890584,64/1559
1440890585,64/1559
1440890586,64/1559
1440890593,64/1559
1440890593,8/115
1440890593,8/115
1440890593,8/115
1440890593,8/115
1440890593,8/115
1440890593,8/115
1440890594,8/115
1440890595,8/115
1440890596,8/115
1440890602,8/115
1440890602,8/115
1440890602,7/260
1440890602,7/260
1440890602,7/260
1440890602,7/260
1440890603,7/260
1440890604,7/260
1440890605,7/260
1440890611,7/260
1440890611,7/260
1440890611,1/111
1440890611,1/111
1440890611,1/111
1440890611,1/111
1440890612,1/111
1440890613,1/111
1440890614,1/111
1440890620,1/111
1440890620,1/111
1440890620,133/1985
1440890620,133/1985
1440890620,133/1985
1440890620,133/1985
1440890621,133/1985
1440890622,133/1985
1440890623,133/1985
1440890629,133/1985
1440890629,133/1985
1440890629,133/1985
1440890629,133/1985
1440890629,133/1985
1440890629,185/3794
1440890630,185/3794
1440890631,185/3794
1440890638,185/3794
1440890638,185/3794
1440890638,185/3794
1440890638,185/3794
1440890638,185/3794
1440890638,185/3794
1440890638,66/1765
1440890639,66/1765
1440890640,66/1765
1440890647,66/1765
1440890647,66/1765
1440890647,66/1765
1440890647,66/1765
1440890647,66/1765
1440890647,17/763
1440890647,17/763
1440890648,17/763
1440890649,17/763
1440890650,17/763
1440890656,17/763
1440890656,9/944
1440890656,9/944
1440890656,9/944
1440890656,9/944
1440890656,9/944
1440890657,9/944
1440890658,9/944
1440890665,9/944
1440890665,9/944
1440890665,111/3979
1440890665,111/3979
1440890665,111/3979
1440890665,111/3979
1440890665,111/3979
1440890666,111/3979
1440890667,111/3979
1440890673,111/3979
1440890673,111/3979
1440890673,3/43
1440890673,3/43
1440890673,3/43
1440890673,3/43
1440890674,3/43
1440890675,3/43
1440890676,3/43
1440890682,3/43
1440890682,3/43
1440890682,3/43
1440890682,3/43
1440890682,3/43
1440890682,54/1913
1440890683,54/1913
1440890684,54/1913
1440890685,54/1913
1440890691,54/1913
1440890691,54/1913
1440890691,54/1913
1440890691,54/1913
1440890691,54/1913
1440890691,7/880
1440890692,7/880
1440890693,7/880
1440890700,7/880
1440890700,7/880
1440890700,7/880
1440890700,7/880
1440890700,7/880
1440890700,7/880
1440890700,60/1339
1440890701,60/1339
1440890702,60/1339
1440890708,60/1339
1440890708,60/1339
1440890708,13/1332
1440890708,13/1332
1440890708,13/1332
1440890708,13/1332
1440890709,13/1332
1440890710,13/1332
1440890711,13/1332
1440890717,13/1332
1440890717,13/1332
1440890717,13/1332
1440890717,13/1332
1440890717,13/1332
1440890717,22/2265
1440890718,22/2265
1440890719,22/2265
1440890726,22/2265
1440890726,22/2265
1440890726,0
1440890726,0
1440890726,0
1440890726,0
1440890726,0
1440890727,0
1440890728,0
1440890734,0
1440890734,0
1440890734,23/2318
1440890734,23/2318
1440890734,23/2318
1440890734,23/2318
1440890735,23/2318
1440890736,23/2318
1440890737,23/2318
1440890743,23/2318
1440890743,23/2318
1440890743,4/435
1440890743,4/435
1440890743,4/435
1440890743,4/435
1440890744,4/435
1440890745,4/435
1440890746,4/435
1440890752,4/435
1440890752,4/435
1440890752,3/334
1440890752,3/334
1440890752,3/334
1440890752,3/334
1440890753,3/334
1440890754,3/334
1440890755,3/334
1440890761,3/334
1440890761,3/334
1440890761,4/229
1440890761,4/229
1440890761,4/229
1440890761,4/229
1440890762,4/229
1440890763,4/229
1440890770,4/229
1440890770,4/229
1440890770,34/3745
1440890770,34/3745
1440890770,34/3745
1440890770,34/3745
1440890770,34/3745
1440890771,34/3745
1440890772,34/3745
1440890778,34/3745
1440890778,34/3745
1440890778,34/3745
1440890778,34/3745
1440890778,34/3745
1440890778,34/3745
1440890779,7/208
1440890780,7/208
1440890781,7/208
1440890787,7/208
1440890787,7/208
1440890787,9/857
1440890787,9/857
1440890787,9/857
1440890787,9/857
1440890788,9/857
1440890789,9/857
1440890790,9/857
1440890796,9/857
1440890796,9/857
1440890796,0
1440890796,0
1440890796,0
1440890796,0
1440890797,0
1440890798,0
1440890799,0
1440890805,0
1440890805,0
1440890805,26/2371
1440890805,26/2371
1440890805,26/2371
1440890805,26/2371
1440890806,26/2371
1440890807,26/2371
1440890814,26/2371
1440890814,26/2371
1440890814,129/4174
1440890814,129/4174
1440890814,129/4174
1440890814,129/4174
1440890814,129/4174
1440890815,129/4174
1440890816,129/4174
1440890823,129/4174
1440890823,129/4174
1440890823,0
1440890823,0
1440890823,0
1440890823,0
1440890823,0
1440890824,0
1440890825,0
1440890831,0
1440890831,0
1440890831,1/54
1440890831,1/54
1440890831,1/54
1440890831,1/54
1440890832,1/54
1440890833,1/54
1440890834,1/54
1440890840,1/54
1440890840,1/54
1440890840,64/1129
1440890840,64/1129
1440890840,64/1129
1440890840,64/1129
1440890841,64/1129
1440890842,64/1129
1440890849,64/1129
1440890849,64/1129
1440890849,64/1129
1440890849,64/1129
1440890849,64/1129
1440890849,64/1129
1440890849,0
1440890850,0
1440890851,0
1440890858,0
1440890858,0
1440890858,0
1440890858,0
1440890858,0
1440890858,0
1440890858,0
1440890859,0
1440890860,0
1440890866,0
1440890866,0
1440890866,7/764
1440890866,7/764
1440890866,7/764
1440890866,7/764
1440890867,7/764
1440890868,7/764
1440890869,7/764
1440890875,7/764
1440890875,7/764
1440890875,20/1109
1440890875,20/1109
1440890875,20/1109
1440890875,20/1109
1440890876,20/1109
1440890877,20/1109
1440890884,20/1109
1440890884,20/1109
1440890884,3/299
1440890884,3/299
1440890884,3/299
1440890884,3/299
1440890884,3/299
1440890885,3/299
1440890886,3/299
1440890892,3/299
1440890892,3/299
1440890892,4/453
1440890892,4/453
1440890892,4/453
1440890892,4/453
1440890893,4/453
1440890894,4/453
1440890901,4/453
1440890901,4/453
1440890901,132/3743
1440890901,132/3743
1440890901,132/3743
1440890901,132/3743
1440890901,132/3743
1440890902,132/3743
1440890903,132/3743
1440890909,132/3743
1440890909,132/3743
1440890909,36/1049
1440890909,36/1049
1440890909,36/1049
1440890909,36/1049
1440890910,36/1049
1440890911,36/1049
1440890917,36/1049
1440890917,36/1049
1440890917,36/1049
1440890917,36/1049
1440890917,36/1049
1440890917,39/1517
1440890918,39/1517
1440890919,39/1517
1440890926,39/1517
1440890926,39/1517
1440890926,0
1440890926,0
1440890926,0
1440890926,0
1440890926,0
1440890927,0
1440890928,0
1440890934,0
1440890934,0
1440890934,23/1351
1440890934,23/1351
1440890934,23/1351
1440890934,23/1351
1440890935,23/1351
1440890936,23/1351
1440890943,23/1351
1440890943,23/1351
1440890943,11/1104
1440890943,11/1104
1440890943,11/1104
1440890943,11/1104
1440890943,11/1104
1440890944,11/1104
1440890945,11/1104
1440890951,11/1104
1440890951,11/1104
1440890951,3/382
1440890951,3/382
1440890951,3/382
1440890951,3/382
1440890952,3/382
1440890953,3/382
1440890959,3/382
1440890959,3/382
1440890959,58/1593
1440890959,58/1593
1440890959,58/1593
1440890959,58/1593
1440890960,58/1593
1440890961,58/1593
1440890962,58/1593
1440890968,58/1593
1440890968,58/1593
1440890968,22/1053
1440890968,22/1053
1440890968,22/1053
1440890968,22/1053
1440890969,22/1053
1440890970,22/1053
1440890976,22/1053
1440890976,22/1053
1440890976,0
1440890976,0
1440890976,0
1440890976,0
1440890977,0
1440890978,0
1440890979,0
1440890985,0
1440890985,0
1440890985,58/2983
1440890985,58/2983
1440890985,58/2983
1440890985,58/2983
1440890986,58/2983
1440890987,58/2983
1440890993,58/2983
1440890993,58/2983
1440890993,23/2544
1440890993,23/2544
1440890993,23/2544
1440890993,23/2544
1440890994,23/2544
1440890995,23/2544
1440890996,23/2544
1440891002,23/2544
1440891002,23/2544
1440891002,0
1440891002,0
1440891002,0
1440891002,0
1440891003,0
1440891004,0
1440891011,0
1440891011,0
1440891011,0
1440891011,0
1440891011,0
1440891011,0
1440891011,0
1440891012,0
1440891013,0
1440891019,0
1440891019,0
1440891019,0
1440891019,0
1440891019,0
1440891019,0
1440891020,90/4699
1440891021,90/4699
1440891022,90/4699
1440891028,90/4699
1440891028,90/4699
1440891028,90/4699
1440891028,90/4699
1440891028,90/4699
1440891028,90/4699
1440891029,56/1305
1440891030,56/1305
1440891031,56/1305
1440891037,56/1305
1440891037,56/1305
1440891037,14/617
1440891037,14/617
1440891037,14/617
1440891037,14/617
1440891038,14/617
1440891039,14/617
1440891040,14/617
1440891046,14/617
1440891046,14/617
1440891046,0
1440891046,0
1440891046,0
1440891046,0
1440891047,0
1440891048,0
1440891049,0
1440891055,0
1440891055,0
1440891055,29/424
1440891055,29/424
1440891055,29/424
1440891055,29/424
1440891056,29/424
1440891057,29/424
1440891064,29/424
1440891064,29/424
1440891064,99/596
1440891064,99/596
1440891064,99/596
1440891064,99/596
1440891064,99/596
1440891065,99/596
1440891066,99/596
1440891072,99/596
1440891072,99/596
1440891072,49/330
1440891072,49/330
1440891072,49/330
1440891072,49/330
1440891073,49/330
1440891074,49/330
1440891081,49/330
1440891081,49/330
1440891081,49/330
1440891081,49/330
1440891081,49/330
1440891081,49/330
1440891081,4/253
1440891082,4/253
1440891083,4/253
1440891089,4/253
1440891089,4/253
1440891089,4/253
1440891089,4/253
1440891089,4/253
1440891089,35/176
1440891090,35/176
1440891091,35/176
1440891098,35/176
1440891098,35/176
1440891098,68/1543
1440891098,68/1543
1440891098,68/1543
1440891098,68/1543
1440891098,68/1543
1440891099,68/1543
1440891100,68/1543
1440891106,68/1543
1440891106,68/1543
1440891106,20/577
1440891106,20/577
1440891106,20/577
1440891106,20/577
1440891107,20/577
1440891108,20/577
1440891115,20/577
1440891115,20/577
1440891115,92/1943
1440891115,92/1943
1440891115,92/1943
1440891115,92/1943
1440891115,92/1943
1440891116,92/1943
1440891117,92/1943
1440891123,92/1943
1440891123,92/1943
1440891123,0
1440891123,0
1440891123,0
1440891123,0
1440891124,0
1440891125,0
1440891131,0
1440891131,0
1440891131,11/338
1440891131,11/338
1440891131,11/338
1440891131,11/338
1440891132,11/338
1440891133,11/338
1440891134,11/338
1440891140,11/338
1440891140,11/338
1440891140,117/4196
1440891140,117/4196
1440891140,117/4196
1440891140,117/4196
1440891141,117/4196
1440891142,117/4196
1440891148,117/4196
1440891148,117/4196
1440891148,117/4196
1440891148,117/4196
1440891148,117/4196
1440891148,117/4196
1440891149,42/1097
1440891150,42/1097
1440891151,42/1097
1440891157,42/1097
1440891157,42/1097
1440891157,42/1097
1440891157,42/1097
1440891157,42/1097
1440891157,57/1645
1440891158,57/1645
1440891159,57/1645
1440891165,57/1645
1440891165,57/1645
1440891165,57/1645
1440891166,57/1645
1440891166,57/1645
1440891166,57/1645
1440891166,0
1440891167,0
1440891168,0
1440891174,0
1440891174,0
1440891174,0
1440891174,0
1440891174,0
1440891174,215/4091
1440891175,215/4091
1440891176,215/4091
1440891177,215/4091
